Year,Mo,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Vol,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Intensity,Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Total Deaths,Total Death Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description
1996,2,4,1,8.2,,1,INDONESIA,IRIAN JAYA,-0.891,136.952,7.7,115,1.8,110,3,4.2,2,,4,164,3,4.2,2,5043,4
1996,2,4,1,7.5,,1,PERU,N. PERU,-9.593,-79.587,5.04,59,1.9,12,1,,1,15,1,12,1,,1,15,1
1996,2,4,1,7.1,,0,MEXICO,MEXICO,15.978,-98.07,0.1,1,-3,,,,,,,,,,,,
1996,4,0,0,,,1,SWITZERLAND,LAKE BRIENZ,46.73,7.97,0.5,0,,,,,,,,,,,,,
1996,6,4,1,7.9,,0,USA,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,64,0.5,,,,,,,,,,,,
1996,6,4,1,7.3,,0,USA,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1,-1.5,,,,,,,,,,,,
1996,9,4,1,5.7,7539,0,JAPAN,HONSHU ISLAND,31.555,139.931,0.3,14,-2,,,,,,,,,,,,
1996,9,4,1,6.9,,0,CHILE,EASTER ISLAND REGION,-22.118,-113.436,0.09,2,-2.5,,,,,,,,,,,,
1996,9,4,1,6.8,,0,TAIWAN,TAIWAN REGION,21.898,121.498,0.11,3,,,,,,,,,,,,,
1996,10,4,1,6.6,,0,JAPAN,KYUSHU ISLAND,30.568,131.093,0.2,1,-2.5,,,,,,,,,,,,
1996,10,4,1,6.7,,0,JAPAN,KYUSHU ISLAND,31.885,131.468,0.55,6,0.5,,,,,,,,,,1,,
1996,11,4,1,7.7,,0,PERU,S. PERU,-14.993,-75.675,0.4,3,-1,,,,,,,14,1,,4,,
1996,12,4,1,6.7,,0,JAPAN,SEA OF JAPAN,31.789,131.314,0.2,4,-2,,,,,,,,,,,,
1997,3,3,0,,,0,NEW CALEDONIA,NEW CALEDONIA,-21.7,168,2,1,,,,,,,,,,,,,
1997,4,1,0,,,0,HONDURAS,GULF OF FONSECA,13.1,-87.6,15,1,,,,0.3,1,,,,,0.3,1,,
1997,4,1,0,,,0,AUSTRALIA,NORFOLK ISLAND,,,,1,,,,,,,,,,,,,
1997,4,4,1,7.7,,0,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,3,41,-2,,,,1,7,1,,,,1,7,1
1997,7,3,1,7,,0,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,,1,,,,,,,,81,2,81,4,,
1997,9,4,1,6.2,,0,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,0.03,1,,,,,,,,,,,,,
1997,10,4,1,7.7,,0,TONGA,TONGA ISLANDS,-22.1,-176.77,0.1,1,,,,,,,,,,,,,
1997,12,4,1,7.8,,0,RUSSIA,KAMCHATKA,54.841,162.035,8,18,0.5,,,,,,,,,,,,
1997,12,3,8,,,0,RUSSIA,KAMCHATKA,54.841,162.035,8,1,2,,,,1,,,,,,1,,
1997,12,4,7,,4808,0,MONTSERRAT,WHITE RIVER VALLEY,16.72,-62.18,3,1,,,,,,,,,,,,,
1998,3,4,8,,,0,NORWAY,WESTERN NORWAY,61.183,5.267,6,1,4,,,,2,,,,,,2,,
1998,3,3,1,8.1,,0,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,0.08,3,,,,,,,,,,,,,
1998,5,4,1,7.5,,0,TAIWAN,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,15,,,,,,,,,,,,,
1998,5,4,1,6.2,,0,JAPAN,SANRIKU,39.027,143.441,0.01,0,,,,,,,,,,,,,
1998,7,4,3,7,,20,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,15.03,93,,1636,4,,3,,3,1636,4,,3,,3
1998,11,2,1,7.7,,0,INDONESIA,TALIABU ISLAND,-2.071,124.891,2.75,1,1,,,,1,,2,41,1,200,4,1000,3
1999,1,4,6,,4708,1,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,2,3,,,,,,,,,,,,,
1999,8,4,1,7.6,,4,TURKEY,"KOCAELI, TURKEY",40.76,29.97,2.52,26,,155,3,,2,,,17118,4,20000,4,,
1999,9,4,8,,,1,FRENCH POLYNESIA,FATU HIVA,-10.52,-138.67,8,9,,,,,1,,,,,,1,,
1999,11,4,1,7.5,,0,VANUATU,VANUATU ISLANDS,-16.423,168.214,6.6,53,,5,1,,3,,3,10,1,,3,,3
2000,1,-1,9,,,0,PHILIPPINES,"TAWI-TAWI, PHILIPPINES",5.1,120.15,20,4,,,,,3,300,3,,,,3,300,3
2000,4,4,3,5.5,,0,GREECE,CRETE,34.22,25.69,0.5,1,,,,,,,,,,,,,
2000,5,4,1,7.6,,0,INDONESIA,SULAWESI,-1.105,123.573,6,2,,54,2,,3,,4,54,2,30,4,23000,4
2000,6,4,1,7.9,,0,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1,,,,,,,,,,,,,
2000,7,4,1,6.1,5104,1,JAPAN,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4,,,,,,,,1,1,,1,,
2000,7,3,8,,,0,RUSSIA,KERCH STRAIT,45.12,36.7,0.5,1,-1,,,,,,,,,,,,
2000,7,4,1,6.1,,0,JAPAN,HONSHU: S COAST,34.319,139.26,0.07,1,,,,,,,,,,,1,,
2000,7,4,1,6.5,,0,JAPAN,HONSHU: S COAST,33.901,139.376,0.14,1,,,,,,,,,,,1,,
2000,11,1,8,,,0,USA,"POINT ARGUELLO, S. CALIFORNIA",34.5,-120.65,4.6,1,,,,,1,,,,,,1,,
2000,11,4,1,8,,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.001,152.327,3,9,,,,,2,,,2,1,,2,,3
2000,11,4,8,,,1,GREENLAND,"PAATUUT, GREENLAND",70.25,-52.75,50,4,,,,,1,,1,,,,1,,1
2001,1,3,1,7.7,,0,EL SALVADOR,EL SALVADOR,13.049,-88.66,0.25,1,,,,,,,,844,3,753,4,108226,4
2001,6,4,1,8.4,,4,PERU,S. PERU,-16.265,-73.641,8.8,152,,26,1,,4,2000,4,103,3,200,4,25399,4
2001,10,4,1,6.1,,0,CANADA,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4,,,,,,,,,,,,,
2001,12,4,1,6.8,,0,TAIWAN,TAIWAN,23.954,122.734,0.16,6,,,,,,,,,,,,,
2002,1,4,1,7.2,,0,VANUATU,VANUATU ISLANDS,-17.6,167.856,3,2,-4.14,,,,,,,,,,1,,
2002,3,4,1,7.5,,0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3,3,,,,,1,,,15,1,1.714,2,,
2002,3,3,0,,,0,GREECE,DODECANESE ISLANDS,36.45,28.2,4,1,,,,,1,,,,,,1,,
2002,3,3,1,6.4,,0,JAPAN,JAPAN,23.346,124.09,0.05,3,,,,,,,,,,,,,
2002,3,4,1,7.1,,0,TAIWAN,TAIWAN,24.279,122.179,0.2,11,,,,,,,,5,1,,2,100,2
2002,9,4,1,7.6,,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.26,142.94,5.5,88,1.08,,,,1,,1,4,1,,3,,1
2002,9,4,1,6.5,,0,INDIA,"ANDAMAN ISLANDS, INDIA",13.036,93.068,,4,,,,,1,,,2,1,,2,40,1
2002,10,1,1,7.6,,0,INDONESIA,IRIAN JAYA,-1.757,134.297,5,3,2.82,,,,,,,8,1,,3,1000,3
2002,11,0,8,,,0,NEW ZEALAND,ALBERT TOWN,-44.7,169.2,,1,,,,,,,,,,,,,
2002,12,4,7,,4703,10,ITALY,STROMBOLI ISLAND,38.789,15.213,10.9,41,5,,,,2,,,,,,2,,
2003,1,4,1,7.3,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,2,2,,,,,,,,,,,,,
2003,1,4,1,7.5,,1,MEXICO,S. MEXICO,18.77,-104.104,0.61,6,0.5,,,,,,,29,1,,3,2005,4
2003,5,4,1,6.8,,1,ALGERIA,N. ALGERIA,36.964,3.634,3,39,1.5,,,,2,,3,2287,4,5000,4,19000,4
2003,5,4,1,5.7,,0,ALGERIA,ALGIERS,36.939,3.578,0.08,2,,,,,,,,9,1,,2,,3
2003,7,0,9,,,0,USA,"WARREN DUNES, MICHIGAN",,,,0,,7,1,,,,,7,1,,,,
2003,7,4,6,,4542,3,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,4,5,,,,,1,,,,,,1,,
2003,7,0,8,,,0,CHINA,"QINGGAN RIVER, HUBEI PROVINCE",30.97,110.605,39,1,,,,,2,,,,,,2,,
2003,8,4,1,7.6,,0,ANTARCTICA,SCOTIA SEA,-60.532,-43.411,,1,,,,,,,,,,,1,,
2003,8,3,1,6.3,,0,GREECE,IONIAN SEA,39.16,20.605,0.5,1,,,,,1,,,,,,2,,
2003,8,4,3,7.2,,0,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,4,3,,,,,1,,,,,,1,,
2003,9,4,1,8.3,,1,JAPAN,HOKKAIDO ISLAND,41.815,143.91,4.4,268,,2,1,,1,,,2,1,90,4,,
2003,10,4,1,7,,0,JAPAN,E. HONSHU ISLAND,37.812,142.619,0.32,4,,,,,,,,,,,,,
2003,11,4,1,7.8,,0,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20,,,,,,,,,,,1,,
2003,12,4,1,7.3,,0,NEW CALEDONIA,LOYALTY ISLANDS,-22.015,169.766,0.15,2,,,,,,,,,,,,,
2004,1,4,1,6.7,,0,INDONESIA,SERAM ISLAND,-3.12,127.4,,1,,,,,,,,,,,,,
2004,2,4,1,5.3,,1,JORDAN,DEAD SEA,31.675,35.551,1,1,,,,,,,,,,,2,,
2004,8,3,8,,,0,FRANCE,MARSEILLES,43.3,5.37,,1,,,,,,,,,,,,,
2004,9,4,1,7.2,,0,JAPAN,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,12,,,,,,,,,,,1,,
2004,9,4,1,7.4,,0,JAPAN,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,24,,,,,,,,,,,1,,
2004,11,4,1,6.6,,0,CANADA,VANCOUVER ISLAND,49.277,-128.772,0.06,2,,,,,,,,,,,,,
2004,11,4,1,7.5,,0,INDONESIA,KEPULAUAN ALOR,-8.152,124.868,2,3,,,,,1,,,34,1,,3,781,3
2004,11,4,1,6.3,,1,GUADELOUPE (FRENCH TERRITORY),"BASSE-TERRE, LES SAINTES",15.679,-61.706,2,9,,,,,,,,1,1,,2,,3
2004,11,4,1,7.1,,0,NEW ZEALAND,PUYSEGUR TRENCH,-46.676,164.721,,1,,,,,,,,,,,,,
2004,11,4,1,7,,0,JAPAN,HOKKAIDO ISLAND,43.006,145.119,0.12,2,,,,,,,,,,,2,,
2004,12,4,1,8.1,,0,AUSTRALIA,MACQUARIE ISLAND,-49.312,161.345,0.3,4,,,,,,,,,,,,,
2004,12,4,1,9.1,,146,INDONESIA,OFF W. COAST OF SUMATRA,3.295,95.982,50.9,1739,,227899,4,10000,4,,4,227899,4,10000,4,,4
2005,1,4,1,6.6,,0,JAPAN,E. HONSHU ISLAND,34.064,141.491,0.39,11,,,,,,,,,,,,,
2005,2,3,1,5.8,,0,GUADELOUPE (FRENCH TERRITORY),DOMINICA PASSAGE,15.775,-61.744,,2,,,,,,,,,,,,,
2005,3,4,1,8.6,,1,INDONESIA,INDONESIA,2.085,97.108,4.2,73,,10,1,,1,,,1313,4,,4,300,3
2005,4,4,1,6.7,,0,INDONESIA,KEPULAUAN MENTAWAI,-1.644,99.607,0.4,1,,,,,,,,,,,,,
2005,6,4,1,7.2,,0,USA,N. CALIFORNIA,41.301,-125.97,0.1,5,,,,,,,,,,,,,
2005,8,4,1,7.2,,0,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,0.05,1,,,,,,,,,,,1,1,1
2005,11,4,1,7,,0,JAPAN,E. COAST HONSHU ISLAND,38.107,144.896,0.42,1,,,,,,,,,,,,,
2005,12,4,9,,,0,CANADA,BRITISH COLUMBIA,,,0.08,14,,,,,,,,,,,,,
2006,1,3,1,5.6,7540,0,JAPAN,S. OF HONSHU ISLAND,31.394,140.131,,0,,,,,,,,,,,,,
2006,3,4,1,6.7,,0,INDONESIA,SERAM ISLAND,-3.595,127.214,3.5,1,,4,1,,2,241,3,4,1,1,2,241,3
2006,5,4,1,8,,0,TONGA,TONGA,-20.187,-174.123,0.27,55,,,,,,,,,,,1,,
2006,5,4,6,,4623,0,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,1,4,,,,,1,,,,,,1,,
2006,6,4,9,,,0,SPAIN,"CIUTADELLA, MENORCA ISLAND",40,3.83,6,1,,,,33,4,,,,,33,4,,
2006,7,4,1,7.7,,4,INDONESIA,SOUTH OF JAVA,-9.254,107.411,20.9,211,,802,3,55,4,1623,4,802,3,55,4,1623,4
2006,8,2,9,,,0,SOUTH KOREA,YELLOW SEA,,,,1,,1,1,,,,,1,1,,,,
2006,9,4,1,6.9,,0,SAMOA,SAMOA ISLANDS,-16.592,-172.033,0.08,1,,,,,,,,,,,,,
2006,10,4,1,6.7,,0,USA,HAWAII,19.878,-155.935,0.1,1,,,,,,,,,,,2,,
2006,10,4,1,6.4,,0,JAPAN,"IZU ISLANDS, JAPAN",29.351,140.27,0.16,5,,,,,,,,,,,,,
2006,11,4,1,5.2,,0,TAIWAN,SOUTH CHINA SEA,20.656,119.997,0.15,1,,,,,,,,,,,,,
2006,11,4,1,8.3,,3,RUSSIA,S. KURIL ISLANDS,46.592,153.266,21.9,261,,,,,2,,,,,,2,,
2006,12,4,1,7,,0,TAIWAN,TAIWAN,21.799,120.547,0.12,7,,,,,,,,2,1,,1,,2
2007,1,4,1,8.1,,1,RUSSIA,S. KURIL ISLANDS,46.243,154.524,0.4,46,,,,,,,,,,,,,
2007,3,4,1,7.1,,0,VANUATU,VANUATU ISLANDS,-20.617,169.357,0.08,2,,,,,,,,,,,,,
2007,3,4,1,6.7,,0,JAPAN,HONSHU: W COAST,37.336,136.588,0.1,3,,,,,,,,1,1,,3,13556,4
2007,3,3,9,,,0,SOUTH KOREA,YELLOW SEA,,,1.65,2,,4,1,2,2,,,4,1,2,2,,
2007,4,4,1,8.1,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.46,157.044,12.1,247,,50,1,,3,2500,4,52,2,,3,2500,4
2007,4,4,3,6.2,,0,CHILE,SOUTHERN CHILE,-45.285,-72.606,50,7,,8,1,,1,,,10,1,,1,,
2007,5,2,8,,,0,BULGARIA,BLACK SEA,43,29,3,2,,,,,1,,,,,,1,,
2007,5,3,7,,7524,0,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,10,2,,,,,1,,1,,,,1,,1
2007,6,0,8,,,0,CHINA,"DAYANTANG, ENSHI",30.394,110.16,50,8,,8,1,,2,,,8,1,,2,15,1
2007,7,4,1,6.6,,0,JAPAN,HONSHU: W COAST,37.57,138.478,,1,,,,,,,,9,1,,3,875,3
2007,8,4,1,6.2,,0,RUSSIA,TATAR STRAIT,47.116,141.798,3.2,18,,,,,,,,2,1,,1,11,1
2007,8,4,1,6.7,,0,USA,"ALEUTIAN ISLANDS, AK",51.307,-179.971,0.03,1,,,,,,,,,,,,,
2007,8,4,1,8,,0,PERU,S. PERU,-13.386,-76.603,10.05,135,,3,1,,1,,1,514,3,,4,52154,4
2007,9,4,1,7.2,,0,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.61,165.762,0.05,2,,,,,,,,,,,,,
2007,9,4,1,8.4,,0,INDONESIA,SUMATRA,-4.438,101.367,5,56,,,,,1,,,25,1,,3,56425,4
2007,9,4,1,7.4,,0,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,0.35,8,,,,,,,,,,,,,
2007,11,4,1,7.7,,0,CHILE,NORTHERN CHILE,-22.247,-69.89,0.28,6,,,,,,,,2,1,,3,,4
2007,11,1,1,7.4,,0,MARTINIQUE (FRENCH TERRITORY),MARTINIQUE,14.944,-61.274,,0,,,,,,,,,,,,,
2007,12,4,8,,,0,CANADA,"CHEHALIS LAKE, CHILLIWACK",49.475,-121.847,38,1,,,,,1,,,,,,1,,
2007,12,4,1,7.8,,0,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,0.03,1,,,,,,,,,,,,,
2008,2,4,1,6.5,,0,INDONESIA,SUMATRA,-2.486,99.972,0.12,1,,,,,,,,,,,1,,
2008,4,4,1,7.3,,0,NEW CALEDONIA,LOYALTY ISLANDS,-20.071,168.892,0.16,1,,,,,,,,,,,,,
2008,4,1,1,6.4,,0,VANUATU,VANUATU ISLANDS,-19.941,168.953,0.03,2,,,,,,,,,,,,,
2008,5,3,9,,,0,SOUTH KOREA,YELLOW SEA,,,1.3,2,,9,1,,,,,9,1,,,,
2008,5,0,1,7.9,,0,CHINA,SICHUAN PROVINCE,30.98,103.396,,1,,,,,,,,87652,4,86000,4,5360000,4
2008,6,0,3,6.9,,0,JAPAN,"ARATOZAWA, JAPAN",39.03,140.881,2.5,0,,,,,,,,23,1,,3,,
2008,7,4,1,6.9,,0,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,3,,,,,,,,,,,,,
2008,8,4,6,,4924,0,USA,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.5,0.19,2,,,,,,,,,,,,,
2008,8,3,0,,,0,SOUTH AFRICA,SOUTHERN ATLANTIC OCEAN,-28.5,13.2,2.55,2,,,,,1,,,,,,1,,
2008,9,4,1,6.8,,0,JAPAN,HOKKAIDO ISLAND,41.892,143.754,0.09,1,,,,,,,,6,1,,3,,
2008,10,3,9,,,0,USA,MAINE,43.8,-69.7,3.6,5,,,,0.02,1,,,,,0.02,1,,
2008,11,4,1,7.3,,0,INDONESIA,SULAWESI,1.271,122.091,0.13,3,,,,,,,,6,1,,3,,
2008,11,0,8,,,0,CHINA,"WU GORGE, WUSHAN COUNTY",31.065,109.92,13.1,1,,,,0.746,1,,,,,0.746,1,,
2009,1,4,1,7.6,,0,INDONESIA,NEAR NORTH COAST,-0.414,132.885,0.39,24,,,,,,,,5,1,,3,,
2009,1,3,1,7.3,,0,INDONESIA,NEAR NORTH COAST,-0.691,133.305,,0,,,,,,,,,,,,,
2009,1,4,1,7.4,,0,RUSSIA,KAMCHATKA,46.857,155.154,0.11,11,,,,,,,,,,,,,
2009,1,0,8,,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,9,1,,,,,1,,,,,,1,,
2009,2,4,1,7.2,,0,INDONESIA,CELEBES SEA,3.884,126.397,0.13,1,,,,,,,,,,,2,,
2009,2,4,9,,,0,EAST CHINA SEA,E. CHINA SEA-S.JAPAN,,,1.45,6,,,,,2,,,,,,2,,
2009,3,4,1,7.6,,0,TONGA,TONGA,-23.046,-174.659,0.15,27,,,,,,,,,,,,,
2009,5,4,1,7.3,,0,HONDURAS,OFF COAST OF HONDURAS,16.72,-86.236,4,2,,,,,,,,7,1,100,4,135,3
2009,7,4,1,6.4,,0,GREECE,CRETE,34.164,25.471,0.3,3,,,,,,,,,,,,,
2009,7,4,1,7.8,,1,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0.47,10,,,,,,,,,,,1,,
2009,7,0,8,,,0,CHINA,"XIAOWAN RESERVOIR, YUNNAN PROVINCE",24.75,100,30,0,,2,1,,,,,2,1,,,,
2009,8,3,1,7.5,,0,INDIA,ANDAMAN ISLANDS,14.099,92.888,0.01,1,,,,,,,,,,,,,
2009,8,4,1,6.4,,0,JAPAN,HONSHU: S COAST,34.743,138.264,0.6,5,,,,,,,,1,1,,3,5192,4
2009,8,4,1,6.7,,0,INDONESIA,SUMATRA,-1.479,99.49,0.18,1,,,,,,,,,,,,,
2009,8,0,8,,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,,1,,,,,1,,,,,,1,,
2009,9,4,1,7,,0,INDONESIA,JAVA SEA,-7.782,107.297,0.4,2,,,,,,,,81,2,,3,,
2009,9,4,1,8.1,,9,SAMOA,SAMOA ISLANDS,-15.489,-172.095,22.35,618,,192,3,285,4,,,192,3,285,4,,
2009,9,4,1,7.5,,0,INDONESIA,SUMATRA,-0.72,99.867,0.27,1,,,,,,,,1117,4,2200,4,,3
2009,10,4,1,7.6,,0,VANUATU,VANUATU ISLANDS,-13.006,166.51,0.29,37,,,,,,,,,,,,,
2010,1,2,9,,,0,SOUTH KOREA,CHEJU (JEJU) STRAIT,,,,0,,1,1,,,,,1,1,,,,
2010,1,4,1,6.6,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,0.01,1,,,,,,,,,,,,,
2010,1,4,1,7.1,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,7.52,51,,,,,1,,1,,,,1,16,1
2010,1,4,1,6.8,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,0.03,1,,,,,,,,,,,,,
2010,1,4,3,7,,0,HAITI,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,3.21,25,,7,1,,1,,1,316000,4,8000,4,97294,4
2010,2,3,1,7,,0,JAPAN,RYUKYU ISLANDS,25.93,128.425,0.1,2,,,,,,,,,,,,,
2010,2,4,1,8.8,,4,CHILE,CENTRAL CHILE,-36.122,-72.898,29,684,,156,3,30000,4,,,558,3,30000,4,,
2010,3,4,1,6.9,,0,CHILE,CENTRAL CHILE,-34.29,-71.891,0.14,2,,,,,,,,,,,1,,
2010,4,4,1,7.8,,0,INDONESIA,SUMATRA,2.383,97.048,0.44,6,,,,,,,,,,,,,
2010,4,0,8,,,0,PERU,"513 LAKE, HUALCAN GLACIER",-9.282,-77.645,23,1,,1,1,,1,50,1,1,1,,1,50,1
2010,4,2,0,,,1,COOK ISLANDS,"MANGAIA ISLAND, COOK ISLANDS",-21.955,-157.92,,1,,,,,,,,,,,,,
2010,5,4,6,,5184,0,USA TERRITORY,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.708,145.97,0.04,1,,,,,,,,,,,,,
2010,6,4,1,7.5,,0,INDIA,LITTLE NICOBAR ISLAND,7.881,91.936,0.03,2,,,,,,,,,,,,,
2010,8,4,1,7.2,,0,VANUATU,VANUATU ISLANDS,-17.541,168.069,0.23,1,,,,,,,,,,,,,
2010,8,4,1,6.9,,0,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.484,141.476,0.07,1,,,,,,,,,,,,,
2010,10,4,1,7.8,,0,INDONESIA,SUMATRA,-3.487,100.082,16.9,358,,431,3,39,4,700,3,431,3,39,4,700,3
2010,12,4,1,7.4,,0,JAPAN,BONIN ISLANDS,26.901,143.698,0.13,4,,,,,,,,,,,,,
2010,12,4,1,7.3,,0,VANUATU,VANUATU ISLANDS,-19.702,167.947,4.1,12,,,,,1,,,,,,1,,
2011,1,4,1,6.5,,0,VANUATU,VANUATU ISLANDS,-19.157,168.311,0.03,1,,,,,,,,,,,,,
2011,2,4,1,6.8,,0,CHILE,CENTRAL CHILE,-36.474,-73.125,0.15,1,,,,,,,,,,,,,
2011,2,4,8,,,0,NORWAY,SVALBARD,78.37,16.62,0.3,0,,,,,,,,,,,,,
2011,2,2,3,6.1,,0,NEW ZEALAND,SOUTH ISLAND,-43.583,172.68,3.5,1,,,,,,,,185,3,15000,4,100000,4
2011,3,4,1,7.5,,0,JAPAN,HONSHU ISLAND,38.435,142.842,0.6,11,,,,,,,,,,,,,
2011,3,4,1,9.1,,8,JAPAN,HONSHU ISLAND,38.297,142.373,39.26,6418,,18428,4,220136.6,4,123661,4,18428,4,220136.6,4,123661,4
2011,4,4,1,7.1,,0,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,0.08,1,,,,,,,,3,1,,1,,
2011,5,4,1,6.8,,0,NEW CALEDONIA,LOYALTY ISLANDS,-20.244,168.226,0.03,1,,,,,,,,,,,,,
2011,6,4,1,7.3,,0,USA,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,0.1,7,,,,,,,,,,,,,
2011,6,2,9,,,0,UK,"PLYMOUTH, ENGLAND",50.5,-3,0.4,4,,,,,,,,,,,,,
2011,7,4,1,7.6,,0,NEW ZEALAND,KERMADEC ISLANDS,-29.539,-176.34,1.2,24,,,,,,,,,,,,,
2011,7,4,1,7,,0,JAPAN,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,0.09,1,,,,,,,,,,,,,
2011,7,3,8,,,0,NORWAY,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,1.5,1,,,,,1,,,,,,1,,
2011,8,3,8,,,0,NORWAY,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,,0,,,,,,,,,,,,,
2011,8,4,1,7.1,,0,VANUATU,VANUATU ISLANDS,-18.365,168.143,0.19,4,,,,,,,,,,,,,
2011,8,4,1,7,,0,VANUATU,VANUATU ISLANDS,-18.311,168.218,0.15,1,,,,,,,,,,,,,
2011,9,4,1,6.8,,0,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,0.06,1,,,,,,,,,,,,,
2011,10,4,1,7.4,,0,NEW ZEALAND,KERMADEC ISLANDS,-28.993,-176.238,0.14,3,,,,,,,,,,,,,
2012,2,4,1,7,,0,VANUATU,VANUATU ISLANDS,-17.827,167.133,0.08,1,,,,,,,,,,,,,
2012,3,4,1,6.7,,0,VANUATU,OFF EAST COAST OF VANUATU,-19.125,169.613,0.05,2,,,,,,,,,,,,,
2012,3,4,1,6.9,,0,JAPAN,HOKKAIDO ISLAND,40.887,144.944,0.2,2,,,,,,,,,,,,,
2012,3,4,1,7.4,,0,MEXICO,S. MEXICO,16.493,-98.231,0.2,2,,,,,,,,2,1,600,4,800,3
2012,4,4,1,8.6,,0,INDONESIA,OFF W. COAST OF N SUMATRA,2.327,93.063,1.08,25,,,,,,,,10,1,,1,,
2012,4,4,1,8.2,,0,INDONESIA,OFF W. COAST OF N SUMATRA,0.802,92.463,,4,,,,,,,,,,,,,
2012,4,4,1,6.3,,0,VANUATU,VANUATU ISLANDS,-18.972,168.741,,1,,,,,,,,,,,,,
2012,7,4,8,,,0,GREENLAND,"ILULISSAT ICEFJORD, GREENLAND",69.2,-51.3,,0,,,,,,,,,,,,,
2012,8,4,1,7.3,,0,EL SALVADOR,EL SALVADOR-NICARAGUA,12.139,-88.59,6.3,39,,,,,1,,,,,,1,,
2012,8,4,1,7.6,,0,PHILIPPINES,PHILIPPINE ISLANDS,10.811,126.638,0.15,17,,,,,,,,1,1,0.3,1,,1
2012,9,4,1,7.6,,0,COSTA RICA,COSTA RICA,10.085,-85.315,0.16,5,,,,,,,,2,1,45,4,,2
2012,10,4,1,7.7,,0,CANADA,BRITISH COLUMBIA,52.788,-132.101,12.98,178,,1,1,,,,,1,1,,,,
2012,11,4,1,7.3,,0,GUATEMALA,GUATEMALA,13.988,-91.895,0.35,7,,,,,,,,48,2,210,4,2769,4
2012,12,4,1,7.2,,0,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,1,3,,,,,,,,,,,,,
2012,12,0,8,,,0,CHINA,"ZHAOJUN BRIDGE, HUBEI PROVINCE",31.256,110.733,,0,,,,,,,,,,,,,
2013,1,4,1,7.5,,0,USA,"SE. ALASKA, AK",55.393,-134.652,1.5,8,,,,,1,,,,,,1,,
2013,2,4,1,7.9,,0,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.766,165.114,11,124,,10,1,,3,588,3,10,1,36,4,588,3
